PATIENT	0	5	1	4	5	796872
PATIENT	1	5	1	4	9	798392
VOTING	2	5	1	4	2	800992
VOTING	3	5	1	4	2	801912
TREATMENT	4	5	1	4	5	802712
VOTING	0	5	1	4	2	803912
TREATMENT	1	5	2	7	4	804104
PATIENT	2	5	2	7	7	804944
VOTING	3	5	2	7	1	806664
VOTING	4	5	2	7	1	808728
VOTING	0	5	2	7	1	809536
SYMPTOM	1	5	3	10	4	811056
VOTING	2	5	3	10	1	812952
PATIENT	3	5	3	10	9	813072
PHYSICIAN	4	5	3	10	3	816832
PATIENT	0	5	3	10	7	819016
VOTING	1	5	4	12	1	821104
SYMPTOM	2	5	4	12	2	821648
TREATMENT	3	5	4	12	2	821744
PATIENT	4	5	4	12	5	822008
SYMPTOM	0	5	4	12	3	822552
SYMPTOM	1	5	5	13	3	822952
VOTING	2	5	5	13	1	824680
TREATMENT	3	5	5	13	3	826800
TREATMENT	4	5	5	13	3	826800
VOTING	0	5	5	13	1	827880
PATIENT	1	5	6	15	5	828816
VOTING	2	5	6	15	1	830496
VOTING	3	5	6	15	1	831352
SYMPTOM	4	5	6	15	3	831032
PATIENT	0	5	6	15	6	831360
TREATMENT	1	5	7	17	2	832560
PATIENT	2	5	7	17	5	833496
SYMPTOM	3	5	7	17	3	834168
TREATMENT	4	5	7	17	2	834216
TREATMENT	0	5	7	17	3	834168
PATIENT	1	5	7	17	5	834432
SYMPTOM	2	5	7	17	2	834976
TREATMENT	3	5	7	17	2	834976
SYMPTOM	4	5	7	17	2	834976
PHYSICIAN	0	5	7	17	1	835928
PHYSICIAN	1	5	8	18	1	838368
VOTING	2	5	8	18	1	840120
SYMPTOM	3	5	8	18	2	839848
PATIENT	4	5	8	18	6	840144
PATIENT	0	5	8	18	9	842552
VOTING	1	5	9	20	2	845336
PATIENT	2	5	9	20	8	846144
PHYSICIAN	3	5	9	20	1	848528
PHYSICIAN	4	5	9	20	0	849832
TREATMENT	0	5	9	20	2	849320
VOTING	1	5	10	23	1	850904
PATIENT	2	5	10	23	8	856536
PATIENT	3	5	10	23	6	857344
PATIENT	4	5	10	23	5	858280
SYMPTOM	0	5	10	23	6	858856
TREATMENT	1	5	11	24	6	927320
