VOTING	0	100	1	4	1	796352
VOTING	1	100	2	5	6	799648
TREATMENT	2	100	2	5	3	801328
PATIENT	3	100	2	5	11	802064
SYMPTOM	4	100	2	5	6	803960
PHYSICIAN	5	100	2	5	1	807104
TREATMENT	6	100	2	5	4	808224
PATIENT	7	100	2	5	8	809384
PHYSICIAN	8	100	2	5	2	811176
PHYSICIAN	9	100	2	5	2	814336
PATIENT	10	100	2	5	8	815176
VOTING	11	100	2	5	1	816872
PHYSICIAN	12	100	2	5	1	818520
SYMPTOM	13	100	2	5	2	817976
PATIENT	14	100	2	5	7	818272
PHYSICIAN	15	100	2	5	2	821312
PATIENT	16	100	2	5	8	822120
VOTING	17	100	2	5	1	823744
SYMPTOM	18	100	2	5	2	823472
VOTING	19	100	2	5	1	824664
SYMPTOM	20	100	2	5	5	824344
PATIENT	21	100	2	5	7	824608
PATIENT	22	100	2	5	13	897296
SYMPTOM	23	100	2	5	9	946240
VOTING	24	100	2	5	2	982368
TREATMENT	25	100	2	5	8	1024336
VOTING	26	100	2	5	2	1065368
SYMPTOM	27	100	2	5	4	1065912
SYMPTOM	28	100	2	5	7	1065912
VOTING	29	100	2	5	1	1066992
PHYSICIAN	30	100	2	5	2	1069432
PHYSICIAN	31	100	2	5	1	1070736
PHYSICIAN	32	100	2	5	2	1072520
SYMPTOM	33	100	2	5	5	1072248
PHYSICIAN	34	100	2	5	7	1076368
SYMPTOM	35	100	2	5	9	1076752
PATIENT	36	100	2	5	11	1078000
PHYSICIAN	37	100	2	5	1	1088704
SYMPTOM	38	100	2	5	5	1089248
PATIENT	39	100	2	5	13	1090328
PATIENT	40	100	2	5	13	1091136
SYMPTOM	41	100	2	5	5	1090864
SYMPTOM	42	100	2	5	5	1090912
SYMPTOM	43	100	2	5	5	1090864
PHYSICIAN	44	100	2	5	1	1092680
TREATMENT	45	100	2	5	3	1092168
VOTING	46	100	2	5	1	1093256
PHYSICIAN	47	100	2	5	2	1094984
TREATMENT	48	100	2	5	3	1094920
SYMPTOM	49	100	2	5	3	1094920
TREATMENT	50	100	2	5	4	1095272
TREATMENT	51	100	2	5	5	1095328
PATIENT	52	100	2	5	10	1097024
SYMPTOM	53	100	2	5	5	1097328
TREATMENT	54	100	2	5	5	1097368
SYMPTOM	55	100	2	5	4	1097368
SYMPTOM	56	100	2	5	3	1097368
SYMPTOM	57	100	2	5	5	1097368
PATIENT	58	100	2	5	17	1098576
PATIENT	59	100	2	5	14	1104472
PATIENT	60	100	2	5	11	1106096
SYMPTOM	61	100	2	5	2	1106048
SYMPTOM	62	100	2	5	5	1107872
PHYSICIAN	63	100	2	5	1	1109688
VOTING	64	100	2	5	1	1110256
PHYSICIAN	65	100	2	5	1	1111800
SYMPTOM	66	100	2	5	2	1111288
PATIENT	67	100	2	5	17	1113640
TREATMENT	68	100	2	5	5	1113608
SYMPTOM	69	100	2	5	18	1114736
SYMPTOM	70	100	2	5	9	1115624
PATIENT	71	100	2	5	10	1116824
PATIENT	72	100	2	5	13	1117632
PATIENT	73	100	2	5	24	1118440
SYMPTOM	74	100	2	5	5	1118168
PHYSICIAN	75	100	2	5	3	1119984
SYMPTOM	76	100	2	5	5	1119592
TREATMENT	77	100	2	5	4	1119520
SYMPTOM	78	100	2	5	4	1119520
TREATMENT	79	100	2	5	4	1119520
TREATMENT	80	100	2	5	5	1119520
SYMPTOM	81	100	2	5	7	1119520
PATIENT	82	100	2	5	8	1120568
VOTING	83	100	2	5	1	1121400
TREATMENT	84	100	2	5	3	1121128
SYMPTOM	85	100	2	5	3	1121128
VOTING	86	100	2	5	1	1122256
TREATMENT	87	100	2	5	3	1121936
PATIENT	88	100	2	5	5	1123016
TREATMENT	89	100	2	5	2	1122744
PHYSICIAN	90	100	2	5	1	1124600
SYMPTOM	91	100	2	5	4	1124088
SYMPTOM	92	100	2	5	6	1124088
PATIENT	93	100	2	5	7	1125168
PHYSICIAN	94	100	2	5	1	1126840
TREATMENT	95	100	2	5	3	1126376
PHYSICIAN	96	100	2	5	3	1128192
TREATMENT	97	100	2	5	2	1127680
SYMPTOM	98	100	2	5	3	1127680
VOTING	99	100	2	5	1	1128768
SYMPTOM	0	100	2	5	3	1128472
TREATMENT	1	100	3	35	3	1132368
SYMPTOM	2	100	3	35	4	1133360
VOTING	3	100	3	35	1	1134912
VOTING	4	100	3	35	1	1135720
PHYSICIAN	5	100	3	35	3	1138312
PHYSICIAN	6	100	3	35	1	1140144
VOTING	7	100	3	35	2	1140744
PHYSICIAN	8	100	3	35	1	1142288
TREATMENT	9	100	3	35	6	1141776
PHYSICIAN	10	100	3	35	5	1143696
PATIENT	11	100	3	35	7	1144640
VOTING	12	100	3	35	3	1145488
VOTING	13	100	3	35	3	1146360
SYMPTOM	14	100	3	35	10	1146152
TREATMENT	15	100	3	35	6	1146192
TREATMENT	16	100	3	35	3	1146192
SYMPTOM	17	100	3	35	3	1146160
SYMPTOM	18	100	3	35	6	1146160
PATIENT	19	100	3	35	10	1147320
PATIENT	20	100	3	35	10	1148080
PATIENT	21	100	3	35	9	1148856
PHYSICIAN	22	100	3	35	1	1150400
PHYSICIAN	23	100	3	35	1	1151704
